Author,Compelling.Evidence,Mechanism,Replication,Attribute,M_code,A_code,R_Attribute,Year,SI_Domain,n
mhango et al. 2013,"this study took place in the ekwendeni watershed of northern malawi and focused on the adoption of legumes by smallholder farmers to enhance sustainable intensification of maize-based systems. it used  a two-part survey of households and farm fields, to examine constraints and opportunities associated with legume adoption. 
1.	biophysical environment
evidence: soil properties indicated well-drained, predominantly coarse to medium loam texture with varying organic matter (om) levels and moderate to deficient nutrient status, particularly phosphorus.
conclusion: the study area's soil characteristics pose constraints on crop productivity, particularly in terms of nutrient availability.
2.	household characteristics
evidence: the findings revealed that household size averaged 5 members, with a dependency ratio of 0.9. the percentage of food-insecure households was 41%.
conclusion: a considerable proportion experience food insecurity, highlighting the need for enhancing food production through sustainable farming practices.
3.	crops and cropping systems
evidence: results indicated that legumes grown included groundnut, soybean, pigeon pea, common bean, cowpea, velvet bean, and fish bean, with varying cropping system arrangements such as sole crop, intercrop, and crop rotation.
conclusion: farmers employ diverse cropping strategies involving legumes, with intercropping being a common practice, indicating efforts to enhance soil fertility and crop diversity.
4.	farmer evaluation of legumes
evidence: results revealed that farmers prioritized high yield and soil fertility benefits in selecting legume species, with preferences for edible grain-producing legumes such as groundnut and pigeon pea.
conclusion: legume selection criteria are primarily driven by productivity and nutritional value.
5.	legume utilization
evidence: results indicated that legumes were primarily utilized for household consumption, infant nutrition, soil fertility enhancement, and sale at markets.
conclusion: legumes plays a crucial role in household nutrition and income generation, with educational programs.
6.	legume production challenges
evidence: the findings revealed that key constraints to legume production included seed shortages, post-harvest storage issues, and specific challenges related to individual legume species.
conclusion: addressing seed availability and post-harvest management is essential for enhancing legume production and maximizing their contributions to soil fertility and food security.",knowledge intensity change,2,inter.,11,145,intercropping,2013,human condition,20
kuyah et al. 2021,"this study aimed to identify and synthesize agronomic practices for sustainable intensification on smallholder farms in sub-saharan africa, while minimizing the agricultural carbon footprint. key practices such as agroforestry, intercropping, and conservation agriculture were reviewed to understand their benefits, trade-offs, and limitations in enhancing resource use efficiency and reducing environmental impact. 
1.	crop yield
evidence:  results revealed that increased crop yield was observed in 18 out of 87 studies for cereal-legume intercropping and in five studies for doubled-up legume technology.
conclusion: cereal-legume intercropping and doubled-up legume technology show potential in improving crop yield, contributing to sustainable intensification.
2.	soil quality
evidence: the findings revealed that limited studies reported, but agroforestry practices were found to enhance soil fertility, moisture retention, and reduce erosion.
conclusion: agroforestry practices positively impact soil quality, enhancing fertility and structure, promoting sustainable intensification.
3.	pest control
evidence: limited studies have reported, but agroforestry practices showed potential in reducing pest problems in some instances.
conclusion: agroforestry practices contribute to pest control.
4.	ghg emissions reduction
evidence: results showed that conservation agriculture and agroforestry practices were highlighted for their potential to reduce ghg emissions.
conclusion: conservation agriculture and agroforestry can help mitigate ghg emissions, promoting sustainable intensification.
5.	carbon sequestration (soil and biomass)
evidence: results revealed that agronomic practices like intercropping and agroforestry increased soil organic carbon levels and led to significant carbon uptake in biomass and soil.
conclusion: integrating trees in farming systems and adopting practices like intercropping contribute to carbon sequestration, reducing agriculture's carbon footprint.
6.	labor and institutional support
evidence: results indicated that manual micro-dosing is labor-intensive and institutional constraints hinder the adoption of practices like micro-dosing.
conclusion: mechanization and addressing institutional constraints are necessary to make labor-intensive practices more feasible and to scale up adoption.",knowledge intensity change,4,inter.,11,145,intercropping,2021,human condition,20
"ward et al., 2016","this study was conducted in selected extension planning areas (epas) within balaka, machinga, and zomba districts in malawi's shire river basin. it aimed to assess farmers' preferences and willingness to adopt conservation agriculture (ca) practices as part of a multi-year impact evaluation managed by various organizations. 
1.	main effects vs. interactions in ca practices preferences
evidence: result indicated that a column which presented marginal utility coefficients without considering interactions, indicated positive perceived benefits of adopting various ca practices on average, while a column which included key interactions, revealed differences in farmers' preferences based on interactions among practices and subsidy levels.
conclusion: farmers generally perceive positive benefits from adopting ca practices, with preferences influenced by program sources. incorporating interactions provides deeper insights into preference dynamics.
2.	program source preferences
evidence: result showed that farmers prefer programs offered by ngos like nasfam, tlc, and world vision over government agencies like dlrc, likely due to better funding, staffing, and implementation capacities of ngos.
conclusion: ngo-led programs are perceived more favorably due to superior resources and implementation capabilities compared to government programs, emphasizing the need for improved government support and coordination in agricultural extension services.
3.	impact of interactions on practice adoption
evidence: results indicated interaction effects in column that showed differences in perceived utility when combining various ca practices or receiving subsidies.
conclusion: farmers' adoption decisions are influenced by the interactions among ca practices and subsidy levels, highlighting the complexity of adoption dynamics and the need for tailored incentive schemes to promote comprehensive ca adoption effectively.
4.	average willingness to pay (mwtp)
evidence: result showed that mwtp estimates, accounting for interaction terms, vary with subsidy levels, indicating increased valuation of ca practices with higher subsidies, except for zero tillage, which shows mixed results.
conclusion: subsidies positively impact farmers' valuation of ca practices, particularly intercropping and residue mulching.
5.	individual willingness to pay and adoption preferences
evidence: result indicated that heterogeneity exists in farmers' preferences for ca practices and program implementers, with some farmers showing positive mwtp for adoption even without subsidies.
conclusion: farmers' individual mwtp reflects their latent willingness to adopt ca practices, with a significant portion requiring incentives for adoption. 
6.	determinants of willingness to adopt
evidence: result showed that farmers' current practices, receipt of support from farmers' organizations, and exposure to crop losses influence mwtp for ca practices, highlighting the role of experience, support networks, and risk perceptions in adoption decisions.
conclusion: farmers' adoption decisions are shaped by their farming practices, support received, and experiences with crop losses
",knowledge intensity change,3,inter.,11,145,intercropping,2016,human condition,20
"menale et al.,2014","this study investigated the impact of conservation agriculture (ca) on household food security and labour productivity in manual farming systems in southern africa. the study analyzed data collected through structured questionnaires from 469 households practicing ca in malawi, zambia, and zimbabwe. 
1.	household characteristics
evidence: results revealed that increased access to education, credit, and extension services positively influenced the probability of adopting ca technologies.
conclusion: improved education, extension services, and credit access reduce uncertainty and risks associated with ca technologies, enhancing farmers' understanding and technical capacity.
2.	plot level characteristics
evidence: results indicated that farmers preferred plots with high loam soil texture and slopes (>8%) for increased adoption of at least two ca components.
conclusion: plot characteristics such as soil type and slope influence the partial adoption of specific ca components.
3.	market access
evidence: results explained that proximity to markets enhances the adoption of different ca technologies.
conclusion: economic incentives from market access contribute to farmers' responsiveness to agricultural innovations, but market and institutional failures limit their responsiveness.
4.	impact of ca adoption on maize production
evidence: results revealed that full adoption of ca technologies increased maize production per hectare.
conclusion: adoption of ca technologies contributes to increased maize productivity and food security, particularly benefiting vulnerable households.
5.	labour saving effect
evidence: results demonstrated that partial adoption with at least two components showed a significant labor-saving effect.
conclusion: ca technologies, such as dibble sticks and weed suppression by legume crops, lead to labour savings, particularly with partial adoption.",knowledge intensity change,2,inter.,11,145,intercropping,2014,human condition,20
"menale et al.,2014","this study investigated the impact of conservation agriculture (ca) on household food security and labour productivity in manual farming systems in southern africa. the study analyzed data collected through structured questionnaires from 469 households practicing ca in malawi, zambia, and zimbabwe. 
1.	household characteristics
evidence: results revealed that increased access to education, credit, and extension services positively influenced the probability of adopting ca technologies.
conclusion: improved education, extension services, and credit access reduce uncertainty and risks associated with ca technologies, enhancing farmers' understanding and technical capacity.
2.	plot level characteristics
evidence: results indicated that farmers preferred plots with high loam soil texture and slopes (>8%) for increased adoption of at least two ca components.
conclusion: plot characteristics such as soil type and slope influence the partial adoption of specific ca components.
3.	market access
evidence: results explained that proximity to markets enhances the adoption of different ca technologies.
conclusion: economic incentives from market access contribute to farmers' responsiveness to agricultural innovations, but market and institutional failures limit their responsiveness.
4.	impact of ca adoption on maize production
evidence: results revealed that full adoption of ca technologies increased maize production per hectare.
conclusion: adoption of ca technologies contributes to increased maize productivity and food security, particularly benefiting vulnerable households.
5.	labour saving effect
evidence: results demonstrated that partial adoption with at least two components showed a significant labor-saving effect.
conclusion: ca technologies, such as dibble sticks and weed suppression by legume crops, lead to labour savings, particularly with partial adoption.",knowledge intensity change,3,inter.,11,145,intercropping,2014,human condition,20
"menale et al.,2014","this study investigated the impact of conservation agriculture (ca) on household food security and labour productivity in manual farming systems in southern africa. the study analyzed data collected through structured questionnaires from 469 households practicing ca in malawi, zambia, and zimbabwe. 
1.	household characteristics
evidence: results revealed that increased access to education, credit, and extension services positively influenced the probability of adopting ca technologies.
conclusion: improved education, extension services, and credit access reduce uncertainty and risks associated with ca technologies, enhancing farmers' understanding and technical capacity.
2.	plot level characteristics
evidence: results indicated that farmers preferred plots with high loam soil texture and slopes (>8%) for increased adoption of at least two ca components.
conclusion: plot characteristics such as soil type and slope influence the partial adoption of specific ca components.
3.	market access
evidence: results explained that proximity to markets enhances the adoption of different ca technologies.
conclusion: economic incentives from market access contribute to farmers' responsiveness to agricultural innovations, but market and institutional failures limit their responsiveness.
4.	impact of ca adoption on maize production
evidence: results revealed that full adoption of ca technologies increased maize production per hectare.
conclusion: adoption of ca technologies contributes to increased maize productivity and food security, particularly benefiting vulnerable households.
5.	labour saving effect
evidence: results demonstrated that partial adoption with at least two components showed a significant labor-saving effect.
conclusion: ca technologies, such as dibble sticks and weed suppression by legume crops, lead to labour savings, particularly with partial adoption.",knowledge intensity change,4,inter.,11,145,intercropping,2014,human condition,20
"schaafsma, ferrini and turner, 2019","the study was conducted in malawi and focused on evaluating the effectiveness of different climate-smart agriculture (csa) techniques in enhancing farmer resilience to climate change and improving livelihoods, aligning with sustainable development goals (sdgs) such as food security (sdg 2) and climate resilience (sdg 13). higher proportion of female respondents was observed compared to male respondents
1.	household characteristics vs adoption of csa technique 
evidence: results indicated that the average household size was 4.5, with a considerable proportion reporting insufficient food production for the entire year.
conclusion: household size and food sufficiency reveal important contextual factors influencing farming decisions and adoption of csa techniques.
2.	land ownership and farming practices
evidence: the findings revealed that the majority of respondents owned only one plot, limiting the adoption of certain csa techniques like tree planting.
conclusion: land ownership constraints suggest the need for tailored csa approaches based on landholding size to ensure inclusivity and effectiveness.
3.	crop production and inputs usage
evidence: results showed that maize was the primary crop, but yields varied significantly; fertilizer usage was prevalent but insufficient compared to industrialized standards.
conclusion: there is need for improving agricultural inputs distribution for sustainable farming practices.
4.	trust and expectations
evidence: results revealed that limited trust in traders and expectations of government assistance in times of need were observed among respondents.
conclusion: trust issues and reliance on government support suggest the need for robust governance structures and supportive policies for successful csa implementation.
5.	previous experience and exposure
evidence: results showed that a notable percentage of respondents had prior involvement in intercropping or tree planting projects.
conclusion: past engagement in similar initiatives suggests a foundation for promoting adoption of csa techniques.
6.	willingness to accept (wta) estimates
evidence: results indicated that wta varied across different csa packages, with certain options requiring higher incentive payments for adoption.
conclusion: variation in wta highlights the importance of understanding farmer preferences and the need for targeted incentive structures to promote csa adoption effectively.
",knowledge intensity change,2,inter.,11,145,intercropping,2019,human condition,20
"schaafsma, ferrini and turner, 2019","the study was conducted in malawi and focused on evaluating the effectiveness of different climate-smart agriculture (csa) techniques in enhancing farmer resilience to climate change and improving livelihoods, aligning with sustainable development goals (sdgs) such as food security (sdg 2) and climate resilience (sdg 13). higher proportion of female respondents was observed compared to male respondents
1.	household characteristics vs adoption of csa technique 
evidence: results indicated that the average household size was 4.5, with a considerable proportion reporting insufficient food production for the entire year.
conclusion: household size and food sufficiency reveal important contextual factors influencing farming decisions and adoption of csa techniques.
2.	land ownership and farming practices
evidence: the findings revealed that the majority of respondents owned only one plot, limiting the adoption of certain csa techniques like tree planting.
conclusion: land ownership constraints suggest the need for tailored csa approaches based on landholding size to ensure inclusivity and effectiveness.
3.	crop production and inputs usage
evidence: results showed that maize was the primary crop, but yields varied significantly; fertilizer usage was prevalent but insufficient compared to industrialized standards.
conclusion: there is need for improving agricultural inputs distribution for sustainable farming practices.
4.	trust and expectations
evidence: results revealed that limited trust in traders and expectations of government assistance in times of need were observed among respondents.
conclusion: trust issues and reliance on government support suggest the need for robust governance structures and supportive policies for successful csa implementation.
5.	previous experience and exposure
evidence: results showed that a notable percentage of respondents had prior involvement in intercropping or tree planting projects.
conclusion: past engagement in similar initiatives suggests a foundation for promoting adoption of csa techniques.
6.	willingness to accept (wta) estimates
evidence: results indicated that wta varied across different csa packages, with certain options requiring higher incentive payments for adoption.
conclusion: variation in wta highlights the importance of understanding farmer preferences and the need for targeted incentive structures to promote csa adoption effectively.
",knowledge intensity change,4,inter.,11,145,intercropping,2019,human condition,20
li et al. 2017,"this study focused on addressing challenges caused by declining soil fertility due to continuous cropping and cultivation on marginal lands. the aim was to propose a collective approach to map agricultural land suitability, aiming to identify and rehabilitate the distribution of marginal lands. this was done by evaluating eight soil and terrain factors using geographic information system (gis) mapping, statistical analysis, and data modeling.
a. land characteristics
the study established that 63% of malawi's land has slopes less than 6%, 31.5% has slopes of 6-30%, and 5.5% is steep. soil organic carbon (soc) levels are generally below normal standards (0.5-3.0%), with the majority falling within 0.4-1.5%. malawi's soil texture was found to be predominantly coarse, with sandy clay loam covering 78.3% of the land. cation exchange capacity (cec) was generally low, 4-12 cmol kg^(-1). most areas had soil depths greater than 50 cm, and ph values range from 5.8 to 6.8, and about 14% of lands had poor drainage, primarily in low-lying areas.
b. suitability mapping
the standard deviation grouping method indicated that 32.3% of the total land is well-suited (s1 &s2) for agriculture (8.2% being highly suitable and 24.1% being moderately suitable), while larger proportions are marginal (s3) (28.0%) or unsuitable (39.7%) (s4). s1 lands, well-suited for agriculture, are characterized by specific attributes like sandy loam textures, cec > 8 cmol kg^ (-1), soc > 0.8%, ph 5.8–6.8, slope < 4%, and low soil erosion risk. s3 lands, less suitable for agriculture, cover 28% and are associated with moderately sloping terrain, moderate soil erosion risk, low soc, and low cec.
c. soil type vs cropping systems
crop diversities on less suitable (s3) lands were found to be significantly greater than on well-suited (s1) lands. poor soil indicator crops like cassava, pigeon pea, or cowpea were more frequently found on s3 lands. maize monocrop was more common on s1 lands, while maize intercropped with pigeon pea, cowpea, or cassava was more prevalent on s3 lands.
d. cropland distribution
of the approximately 5.3 million ha of cropland in malawi, about 75% is already cultivated on suitable lands (s1, s2, and s3). agricultural expansion faces limitations as the majority of suitable lands are already under cultivation, leaving limited space for further expansion. only 32.3% of croplands are on moderately or highly suitable lands, indicating a significant portion on marginal or unsuitable lands.
",knowledge intensity change,3,inter.,11,145,intercropping,2017,social,20
"wang et al., 2019","the study conducted an analysis of various factors influencing agricultural productivity in different locations in central malawi. key variables included rainfall, soil properties, crop performance indicators (maize yield and leaf nitrogen content), and management practices adopted by farmers.
a. rainfall variation
mean rainfall levels differed among study locations, with golomoti identified as a low rainfall, marginal site. linthipe, characterized by high potential, exhibited the highest rainfall levels.
b. soil characteristics
 golomoti sites had generally marginal soils with low soil active carbon (poxc). linthipe showed the highest soil active carbon. soil ph varied slightly, maintaining moderate acidity across locations.
c. crop performance
maize yield and spad values varied across locations. golomoti had the lowest average maize yield, while linthipe had the highest, with a significant relative increase of 28% to 42%. spad values followed a similar pattern, reflecting variations in plant health.
d. weed management
striga incidence and weed biomass did not show clear spatial patterns. farmers reported striga problems on approximately 16–30% of sampled fields, which resulted into a relative decrease in yield ranging from 23% to 38%.
e. management practices
 fertilizer use was lower in golomoti, consistent with its marginal environment. compost application was higher in linthipe and golomoti. intercropping was more prevalent in linthipe and kandeu.
f. maize yield determinants
spad and striga were identified as strong determinants of maize yield across study sites, with a significant relative increase of 28% to 42%. fertilizer quantity was positively associated with spad, influencing maize yield.
g. spad drivers
 rainfall, soil properties (poxc), and fertilizer or manure application were key determinants of spad. fertilizer positively influenced spad, but its effects varied across locations.
h. striga factors
soil fertility amendments, such as fertilizer and compost, showed varying associations with striga prevention and control, leading to a relative decrease in yield ranging from 23% to 38%. intercropping generally had no clear impact on striga.
",knowledge intensity change,3,inter.,11,144,intercropping,2019,social,20
mhango et al. 2013,"this study took place in the ekwendeni watershed of northern malawi and focused on the adoption of legumes by smallholder farmers to enhance sustainable intensification of maize-based systems. it used  a two-part survey of households and farm fields, to examine constraints and opportunities associated with legume adoption. 
1.	biophysical environment
evidence: soil properties indicated well-drained, predominantly coarse to medium loam texture with varying organic matter (om) levels and moderate to deficient nutrient status, particularly phosphorus.
conclusion: the study area's soil characteristics pose constraints on crop productivity, particularly in terms of nutrient availability.
2.	household characteristics
evidence: the findings revealed that household size averaged 5 members, with a dependency ratio of 0.9. the percentage of food-insecure households was 41%.
conclusion: a considerable proportion experience food insecurity, highlighting the need for enhancing food production through sustainable farming practices.
3.	crops and cropping systems
evidence: results indicated that legumes grown included groundnut, soybean, pigeon pea, common bean, cowpea, velvet bean, and fish bean, with varying cropping system arrangements such as sole crop, intercrop, and crop rotation.
conclusion: farmers employ diverse cropping strategies involving legumes, with intercropping being a common practice, indicating efforts to enhance soil fertility and crop diversity.
4.	farmer evaluation of legumes
evidence: results revealed that farmers prioritized high yield and soil fertility benefits in selecting legume species, with preferences for edible grain-producing legumes such as groundnut and pigeon pea.
conclusion: legume selection criteria are primarily driven by productivity and nutritional value.
5.	legume utilization
evidence: results indicated that legumes were primarily utilized for household consumption, infant nutrition, soil fertility enhancement, and sale at markets.
conclusion: legumes plays a crucial role in household nutrition and income generation, with educational programs.
6.	legume production challenges
evidence: the findings revealed that key constraints to legume production included seed shortages, post-harvest storage issues, and specific challenges related to individual legume species.
conclusion: addressing seed availability and post-harvest management is essential for enhancing legume production and maximizing their contributions to soil fertility and food security.",knowledge intensity change,2,inter.,11,145,intercropping,2013,social,20
kuyah et al. 2021,"this study aimed to identify and synthesize agronomic practices for sustainable intensification on smallholder farms in sub-saharan africa, while minimizing the agricultural carbon footprint. key practices such as agroforestry, intercropping, and conservation agriculture were reviewed to understand their benefits, trade-offs, and limitations in enhancing resource use efficiency and reducing environmental impact. 
1.	crop yield
evidence:  results revealed that increased crop yield was observed in 18 out of 87 studies for cereal-legume intercropping and in five studies for doubled-up legume technology.
conclusion: cereal-legume intercropping and doubled-up legume technology show potential in improving crop yield, contributing to sustainable intensification.
2.	soil quality
evidence: the findings revealed that limited studies reported, but agroforestry practices were found to enhance soil fertility, moisture retention, and reduce erosion.
conclusion: agroforestry practices positively impact soil quality, enhancing fertility and structure, promoting sustainable intensification.
3.	pest control
evidence: limited studies have reported, but agroforestry practices showed potential in reducing pest problems in some instances.
conclusion: agroforestry practices contribute to pest control.
4.	ghg emissions reduction
evidence: results showed that conservation agriculture and agroforestry practices were highlighted for their potential to reduce ghg emissions.
conclusion: conservation agriculture and agroforestry can help mitigate ghg emissions, promoting sustainable intensification.
5.	carbon sequestration (soil and biomass)
evidence: results revealed that agronomic practices like intercropping and agroforestry increased soil organic carbon levels and led to significant carbon uptake in biomass and soil.
conclusion: integrating trees in farming systems and adopting practices like intercropping contribute to carbon sequestration, reducing agriculture's carbon footprint.
6.	labor and institutional support
evidence: results indicated that manual micro-dosing is labor-intensive and institutional constraints hinder the adoption of practices like micro-dosing.
conclusion: mechanization and addressing institutional constraints are necessary to make labor-intensive practices more feasible and to scale up adoption.",knowledge intensity change,4,inter.,11,145,intercropping,2021,social,20
"ward et al., 2016","this study was conducted in selected extension planning areas (epas) within balaka, machinga, and zomba districts in malawi's shire river basin. it aimed to assess farmers' preferences and willingness to adopt conservation agriculture (ca) practices as part of a multi-year impact evaluation managed by various organizations. 
1.	main effects vs. interactions in ca practices preferences
evidence: result indicated that a column which presented marginal utility coefficients without considering interactions, indicated positive perceived benefits of adopting various ca practices on average, while a column which included key interactions, revealed differences in farmers' preferences based on interactions among practices and subsidy levels.
conclusion: farmers generally perceive positive benefits from adopting ca practices, with preferences influenced by program sources. incorporating interactions provides deeper insights into preference dynamics.
2.	program source preferences
evidence: result showed that farmers prefer programs offered by ngos like nasfam, tlc, and world vision over government agencies like dlrc, likely due to better funding, staffing, and implementation capacities of ngos.
conclusion: ngo-led programs are perceived more favorably due to superior resources and implementation capabilities compared to government programs, emphasizing the need for improved government support and coordination in agricultural extension services.
3.	impact of interactions on practice adoption
evidence: results indicated interaction effects in column that showed differences in perceived utility when combining various ca practices or receiving subsidies.
conclusion: farmers' adoption decisions are influenced by the interactions among ca practices and subsidy levels, highlighting the complexity of adoption dynamics and the need for tailored incentive schemes to promote comprehensive ca adoption effectively.
4.	average willingness to pay (mwtp)
evidence: result showed that mwtp estimates, accounting for interaction terms, vary with subsidy levels, indicating increased valuation of ca practices with higher subsidies, except for zero tillage, which shows mixed results.
conclusion: subsidies positively impact farmers' valuation of ca practices, particularly intercropping and residue mulching.
5.	individual willingness to pay and adoption preferences
evidence: result indicated that heterogeneity exists in farmers' preferences for ca practices and program implementers, with some farmers showing positive mwtp for adoption even without subsidies.
conclusion: farmers' individual mwtp reflects their latent willingness to adopt ca practices, with a significant portion requiring incentives for adoption. 
6.	determinants of willingness to adopt
evidence: result showed that farmers' current practices, receipt of support from farmers' organizations, and exposure to crop losses influence mwtp for ca practices, highlighting the role of experience, support networks, and risk perceptions in adoption decisions.
conclusion: farmers' adoption decisions are shaped by their farming practices, support received, and experiences with crop losses
",knowledge intensity change,3,inter.,11,145,intercropping,2016,social,20
"menale et al.,2014","this study investigated the impact of conservation agriculture (ca) on household food security and labour productivity in manual farming systems in southern africa. the study analyzed data collected through structured questionnaires from 469 households practicing ca in malawi, zambia, and zimbabwe. 
1.	household characteristics
evidence: results revealed that increased access to education, credit, and extension services positively influenced the probability of adopting ca technologies.
conclusion: improved education, extension services, and credit access reduce uncertainty and risks associated with ca technologies, enhancing farmers' understanding and technical capacity.
2.	plot level characteristics
evidence: results indicated that farmers preferred plots with high loam soil texture and slopes (>8%) for increased adoption of at least two ca components.
conclusion: plot characteristics such as soil type and slope influence the partial adoption of specific ca components.
3.	market access
evidence: results explained that proximity to markets enhances the adoption of different ca technologies.
conclusion: economic incentives from market access contribute to farmers' responsiveness to agricultural innovations, but market and institutional failures limit their responsiveness.
4.	impact of ca adoption on maize production
evidence: results revealed that full adoption of ca technologies increased maize production per hectare.
conclusion: adoption of ca technologies contributes to increased maize productivity and food security, particularly benefiting vulnerable households.
5.	labour saving effect
evidence: results demonstrated that partial adoption with at least two components showed a significant labor-saving effect.
conclusion: ca technologies, such as dibble sticks and weed suppression by legume crops, lead to labour savings, particularly with partial adoption.",knowledge intensity change,2,inter.,11,145,intercropping,2014,social,20
"menale et al.,2014","this study investigated the impact of conservation agriculture (ca) on household food security and labour productivity in manual farming systems in southern africa. the study analyzed data collected through structured questionnaires from 469 households practicing ca in malawi, zambia, and zimbabwe. 
1.	household characteristics
evidence: results revealed that increased access to education, credit, and extension services positively influenced the probability of adopting ca technologies.
conclusion: improved education, extension services, and credit access reduce uncertainty and risks associated with ca technologies, enhancing farmers' understanding and technical capacity.
2.	plot level characteristics
evidence: results indicated that farmers preferred plots with high loam soil texture and slopes (>8%) for increased adoption of at least two ca components.
conclusion: plot characteristics such as soil type and slope influence the partial adoption of specific ca components.
3.	market access
evidence: results explained that proximity to markets enhances the adoption of different ca technologies.
conclusion: economic incentives from market access contribute to farmers' responsiveness to agricultural innovations, but market and institutional failures limit their responsiveness.
4.	impact of ca adoption on maize production
evidence: results revealed that full adoption of ca technologies increased maize production per hectare.
conclusion: adoption of ca technologies contributes to increased maize productivity and food security, particularly benefiting vulnerable households.
5.	labour saving effect
evidence: results demonstrated that partial adoption with at least two components showed a significant labor-saving effect.
conclusion: ca technologies, such as dibble sticks and weed suppression by legume crops, lead to labour savings, particularly with partial adoption.",knowledge intensity change,3,inter.,11,145,intercropping,2014,social,20
"menale et al.,2014","this study investigated the impact of conservation agriculture (ca) on household food security and labour productivity in manual farming systems in southern africa. the study analyzed data collected through structured questionnaires from 469 households practicing ca in malawi, zambia, and zimbabwe. 
1.	household characteristics
evidence: results revealed that increased access to education, credit, and extension services positively influenced the probability of adopting ca technologies.
conclusion: improved education, extension services, and credit access reduce uncertainty and risks associated with ca technologies, enhancing farmers' understanding and technical capacity.
2.	plot level characteristics
evidence: results indicated that farmers preferred plots with high loam soil texture and slopes (>8%) for increased adoption of at least two ca components.
conclusion: plot characteristics such as soil type and slope influence the partial adoption of specific ca components.
3.	market access
evidence: results explained that proximity to markets enhances the adoption of different ca technologies.
conclusion: economic incentives from market access contribute to farmers' responsiveness to agricultural innovations, but market and institutional failures limit their responsiveness.
4.	impact of ca adoption on maize production
evidence: results revealed that full adoption of ca technologies increased maize production per hectare.
conclusion: adoption of ca technologies contributes to increased maize productivity and food security, particularly benefiting vulnerable households.
5.	labour saving effect
evidence: results demonstrated that partial adoption with at least two components showed a significant labor-saving effect.
conclusion: ca technologies, such as dibble sticks and weed suppression by legume crops, lead to labour savings, particularly with partial adoption.",knowledge intensity change,4,inter.,11,145,intercropping,2014,social,20
"schaafsma, ferrini and turner, 2019","the study was conducted in malawi and focused on evaluating the effectiveness of different climate-smart agriculture (csa) techniques in enhancing farmer resilience to climate change and improving livelihoods, aligning with sustainable development goals (sdgs) such as food security (sdg 2) and climate resilience (sdg 13). higher proportion of female respondents was observed compared to male respondents
1.	household characteristics vs adoption of csa technique 
evidence: results indicated that the average household size was 4.5, with a considerable proportion reporting insufficient food production for the entire year.
conclusion: household size and food sufficiency reveal important contextual factors influencing farming decisions and adoption of csa techniques.
2.	land ownership and farming practices
evidence: the findings revealed that the majority of respondents owned only one plot, limiting the adoption of certain csa techniques like tree planting.
conclusion: land ownership constraints suggest the need for tailored csa approaches based on landholding size to ensure inclusivity and effectiveness.
3.	crop production and inputs usage
evidence: results showed that maize was the primary crop, but yields varied significantly; fertilizer usage was prevalent but insufficient compared to industrialized standards.
conclusion: there is need for improving agricultural inputs distribution for sustainable farming practices.
4.	trust and expectations
evidence: results revealed that limited trust in traders and expectations of government assistance in times of need were observed among respondents.
conclusion: trust issues and reliance on government support suggest the need for robust governance structures and supportive policies for successful csa implementation.
5.	previous experience and exposure
evidence: results showed that a notable percentage of respondents had prior involvement in intercropping or tree planting projects.
conclusion: past engagement in similar initiatives suggests a foundation for promoting adoption of csa techniques.
6.	willingness to accept (wta) estimates
evidence: results indicated that wta varied across different csa packages, with certain options requiring higher incentive payments for adoption.
conclusion: variation in wta highlights the importance of understanding farmer preferences and the need for targeted incentive structures to promote csa adoption effectively.
",knowledge intensity change,2,inter.,11,145,intercropping,2019,social,20
"schaafsma, ferrini and turner, 2019","the study was conducted in malawi and focused on evaluating the effectiveness of different climate-smart agriculture (csa) techniques in enhancing farmer resilience to climate change and improving livelihoods, aligning with sustainable development goals (sdgs) such as food security (sdg 2) and climate resilience (sdg 13). higher proportion of female respondents was observed compared to male respondents
1.	household characteristics vs adoption of csa technique 
evidence: results indicated that the average household size was 4.5, with a considerable proportion reporting insufficient food production for the entire year.
conclusion: household size and food sufficiency reveal important contextual factors influencing farming decisions and adoption of csa techniques.
2.	land ownership and farming practices
evidence: the findings revealed that the majority of respondents owned only one plot, limiting the adoption of certain csa techniques like tree planting.
conclusion: land ownership constraints suggest the need for tailored csa approaches based on landholding size to ensure inclusivity and effectiveness.
3.	crop production and inputs usage
evidence: results showed that maize was the primary crop, but yields varied significantly; fertilizer usage was prevalent but insufficient compared to industrialized standards.
conclusion: there is need for improving agricultural inputs distribution for sustainable farming practices.
4.	trust and expectations
evidence: results revealed that limited trust in traders and expectations of government assistance in times of need were observed among respondents.
conclusion: trust issues and reliance on government support suggest the need for robust governance structures and supportive policies for successful csa implementation.
5.	previous experience and exposure
evidence: results showed that a notable percentage of respondents had prior involvement in intercropping or tree planting projects.
conclusion: past engagement in similar initiatives suggests a foundation for promoting adoption of csa techniques.
6.	willingness to accept (wta) estimates
evidence: results indicated that wta varied across different csa packages, with certain options requiring higher incentive payments for adoption.
conclusion: variation in wta highlights the importance of understanding farmer preferences and the need for targeted incentive structures to promote csa adoption effectively.
",knowledge intensity change,4,inter.,11,145,intercropping,2019,social,20
